00003431	2295
00008F9F	2100
00012270	2100
000244E4	2100
000261EE	2100
00026B53	2100
00029170	2100
0002DEA2	2100
0003B282	2100
0005159D	2100
0005EF34	2417
00080DCA	2100
00085241	2173
000A5AEF	2356
000C3F1B	2173
000CCCC1	2234
000DC2B9	2100
000E13D0	2100
00105018	2234
001165D2	2100
0011B0F6	2295
00125A79	2100
00126156	2100
0012620E	2100
001271FA	2100
0012B957	2417
001373A0	2295
0013E06C	2100
00142C5F	2173
00157B24	2100
00160D0F	2416
0017F207	2100
001811FA	2295
00182AD8	2295
0019716B	2100
0019FA90	298
001A513E	2173
001C9F5D	2100
001D340C	2100
001D3E61	2100
001F0A15	2100
001FCF9D	2356
0021AF89	2100
00222688	2234
002272CE	2234
00230129	2100
00236A9D	2295
0023EDEE	2100
00244B42	2100
00256D94	2100
0026E217	2417
00276902	2356
00276D93	2100
00293D69	2100
00296F8B	2100
0029DE17	2100
002A539A	2295
002A866F	2100
002AD94E	6088
002B1BA6	2100
002B524B	2295
002B986A	2100
002CE26B	2100
002D5693	2100
002DD0D2	2234
002E5BC3	2100
002E7A04	2100
002EED16	2100
002FC8E5	2234
0030AC00	2356
0030F4AB	2100
003263E9	2100
0034BD7D	2100
003586C1	2100
0036278C	2100
003789B1	2572
003879FB	2100
0038E4D0	2100
00391A96	2100
00399BC8	2100
003A6104	2173
003A68ED	2100
003AE841	2539
003B0131	2173
003B1B29	2173
003C1ECC	2173
003F0E17	2100
003FE1DC	2100
00408B8A	2173
0041823D	2173
004393DA	2173
0044F2C3	2100
00458530	86
004669DB	2100
0048EF0E	186
004913A4	2100
00491A5E	2173
00493B7E	2100
004974B4	2100
00497FE8	2173
00498DB6	2234
004A0DBC	2100
004AB8C3	2100
004B1348	2100
004C0322	2356
004CF6EB	2100
004E001F	2356
004E3D85	2100
004E45A7	2100
004F131D	2295
004FA108	2100
0050605C	2295
00507A75	369
0051CAA7	2100
0051CD98	2173
0052B55B	2100
005311D5	2100
00556DA4	2100
005673F3	2100
00579BBA	2100
0058BCF0	2100
005A1E25	2356
005A64FD	2100
005AF8E7	2100
005AFDA0	2100
005B59B1	2100
005C32C8	2100
005C45FD	2100
005CB2A3	2100
005DDEE1	111
005DEE96	2417
005ECCC0	2100
005F32C1	2173
005FAB3D	2100
006090DB	2100
0061E94A	2231
00632120	2100
00638899	2295
0064275B	2100
00654312	2100
00654B47	2100
00668095	2100
006801EC	2295
0069D89D	2100
006A6658	2100
006AD4E5	2100
006B1D8B	2100
006B8604	2100
006BD3EF	2356
006C1511	5828
006C684F	2100
006CA045	2100
006E9323	2100
006EC882	2173
006FA0F5	2100
006FAB98	2100
006FFB65	2100
00713C86	2100
0071C438	2173
00738CB7	2100
00749477	2417
007514F8	2100
007536FC	2100
0075BEA2	2100
00774CCB	2417
0077CF33	2100
0077F810	2539
007918A7	2295
00797C1F	2100
007A0F31	2100
007AF9CB	2100
007BC687	2100
007C38EA	2100
007C574A	2100
007C5D23	2234
007C73BE	2100
007C9685	2100
007C9CD4	2100
007CE1D6	2234
007E3C8E	2173
007E9946	2295
0081094E	2100
00814B86	2120
00815E4B	2100
0081BF49	2100
00827EF3	2100
0082AEFD	2100
0082DE7F	2100
0084751A	2100
0084A592	2100
0084CD4A	2100
0084D277	2100
0085E914	2100
0086A77E	2100
00870143	2356
00876D4D	2100
0088A2C2	2100
0088F92B	2100
00896478	247
008A77C4	2173
008A858D	2100
008B9437	2100
008D6975	2100
009029A4	2100
00903FD7	2100
00910EC8	2100
00915CD4	2100
00916C3C	2173
009348DA	2514
0093DB2B	7105
009634DD	2100
009642A0	2100
00969FCF	2356
0098919C	2100
0098FE03	2234
0099278A	2100
009A237D	2100
009A65D2	2100
009B5493	2356
009C30BC	2100
009CE353	2173
009F1E3C	2100
009F36CA	2356
00A0AE1F	2100
00A38249	2100
00A38710	2100
00A3AB55	2100
00A445AE	2100
00A4ADFC	2173
00A54AD2	2295
00A65C4D	2100
00A72E74	2295
00A93B62	2100
00AAB976	5798
00AAD644	2100
00ABB245	247
00ABE9AC	2356
00ABF452	2100
00ABF5B5	2100
00AD3990	2234
00AECE7E	2173
00B005AB	2295
00B4F486	2295
00B64E78	2100
00B7706B	2100
00B7DC43	2100
00B7FE9E	2100
00B8C08A	2173
00BAF7C8	2100
00BB75DF	2100
00BBC8AA	2173
00BCE3D8	2100
00BCF8FD	2100
00BDCDEF	2234
00BEE81A	2100
00BFD103	2100
00C200FE	2100
00C42E4D	2100
00C51711	2100
00C64BE3	2100
00C6C8DC	2173
00C6F47D	186
00C70BCB	2100
00C72CCD	2100
00C79ACE	2173
00C79D7A	2100
00C7DB09	2100
00C851F3	2173
00C88377	2100
00CAB12A	2173
00CAD2DC	2356
00CBA779	2100
00CBA8D9	2100
00CC1796	2234
00CC3901	2100
00CC59BD	2100
00CC5DB7	2100
00CC65BF	2417
00CC9701	2100
00CCEB6F	2100
00CE3172	2100
00CEF21E	5522
00CF1F2F	2173
00CF67BB	2100
00CFB99C	2100
00D0D259	2100
00D12C43	2295
00D15123	2100
00D1DD66	2100
00D22FF8	2173
00D367F9	2100
00D411A0	186
00D4C8A1	2295
00D658B5	2173
00D81316	2100
00D8D2BF	2100
00D90615	2100
00DA1890	2100
00DB304E	2100
00DB30B8	2173
00DC3F5D	2100
00DC419C	2100
00DC55AE	2100
00DD34CD	2356
00DE0D68	2100
00DE3FF4	2100
00DF974F	2351
00E14736	2173
00E1E2E6	2100
00E2658E	2100
00E2DD40	2100
00E3DC06	2100
00E49973	2100
00E4F251	2100
00E5947E	2100
00E64DD7	2100
00E6F598	2100
00E70E52	2173
00E71E9E	2100
00E89814	2100
00E8E1A9	2100
00E92968	2100
00E9A0B2	2100
00E9C0F9	2168
00E9D9FC	2120
00EB1A55	2173
00EBA2EE	2100
00EC8B8E	2100
00EC9AE8	2173
00ED2691	2100
00EF30F2	2100
00EF89D7	2356
00EFBCAA	2100
00F0C44F	2100
00F1670E	2100
00F23141	2100
00F28433	2234
00F51C6F	2100
00F966BC	2234
00FAEAD4	2234
00FB5458	2100
00FBB2A1	2173
00FBF672	2100
00FCA7B6	2100
00FD3C05	2100
00FD8A9A	2100
00FD9F73	2173
00FDAC67	2100
00FF733F	2417
00FFD040	2100
010144B1	2100
01016B8B	2100
01020B44	2100
01028B4C	2100
01041A1D	2100
0104B248	2249
0104C52B	2100
0105E427	2100
01072F3E	2356
01079C70	2100
010ACA5F	2100
010AE32C	327
010BE811	2100
010C165B	2100
010CE8ED	2100
010D7B88	2100
010FCC65	2100
01107907	2100
011098A5	2100
0110B20A	303
0111CDCD	2100
0111EBFE	2100
0112F6F8	2100
0113BA98	2100
011534AC	2100
0115D1AA	2100
011673DF	2100
0116F9ED	2100
011803BE	2100
011A2465	2295
011A8E59	2100
011C9D74	2100
011CECA1	2234
011D4163	2100
011D8AD0	2234
011DDD05	2100
011E41B6	2100
011F9077	2173
011F9FFC	2234
012043D0	2100
0120BCF4	2356
0120E607	2100
012175CF	2234
0121D99C	2100
01231A8E	2100
01252005	2100
01276239	2100
0127CF2A	509
012876FA	2100
01294013	2173
012ABE08	2100
012B79F7	2100
012BF123	2100
012C0FAD	2235
012C4DD3	2100
012C5B38	2100
012D00A0	2100
012E7D97	2100
012F0684	2295
0131A3E7	2100
0132DEB1	2100
0132F1E1	2100
0133A946	2100
0134AB20	2100
01356E49	2128
013665D2	2100
0138BAEB	2100
013AD1B8	2100
013BC59D	2356
013C085E	524
013C3E60	2100
013CF927	2100
013D8AFB	2100
013EA690	2100
013F0B4D	2100
013FB2A7	2295
0141127D	6043
0141A7B3	2100
0142314D	2295
0142E80E	2173
01436384	2100
0143D80F	2100
0145A01D	2100
0145B882	2100
0145E915	2100
01466517	2100
014694EE	2100
01482854	2100
0148EAD1	2100
014A10DD	2100
014A1BC8	2100
014A3DC8	2295
014A53AA	2173
014A9670	2100
014AD44A	2234
014CF199	2100
014CF36C	2100
014E48D5	2100
014E8A6D	2356
014EAD4F	2100
014FED84	2100
0151678E	2100
01521499	292
01522791	2100
01529C6D	2100
0154CE9D	2356
0155337F	2173
01554AFA	2100
0156C1AD	2100
0156DB2C	2100
0157EFAE	2100
0157FC4D	2100
015905CD	2215
0159A6DE	2100
015A7592	2478
015A8D69	2100
015B2B7B	2295
015BB0D0	2100
015BEC62	2100
015C842B	2100
015D0E48	2295
015DE34D	2295
01607B8E	2100
01615CBB	2100
016245D1	2234
01635BD5	2318
0163A51C	2237
0163D04A	2100
016408C1	2234
0165930D	2100
01669A33	2356
0166EE17	2173
01685BCF	2173
016898CC	2173
0168E54F	2100
01695BD0	2100
0169ED56	2100
016A932F	2184
016A95F1	2100
016C3FAE	2327
016C6359	2173
016C84BE	2234
016CE555	2100
016D03D3	5717
016E9462	2100
016EAE14	2173
016F6E47	2100
016FF8EB	2173
01702819	2173
01720A73	2100
0173530A	2100
0173B250	2100
01743532	2173
017662F7	2100
01768968	2100
01769ED8	2173
0178B1B4	2100
0179DA9D	2100
017B24EA	2100
017B63D9	2234
017EAA38	2234
017F661D	2100
017F91F1	2100
01804DEE	2100
01805169	2100
01815844	2295
0181A369	2100
01829FCF	2100
0182B11F	2100
0182C00A	2234
01830010	2100
0183717C	2100
0184E33C	2100
0185911E	2100
0187EE0A	2100
0187F292	2100
01895382	2417
018A8CC6	2356
018AE223	2173
018B02EE	2100
018C3212	2100
018C659C	2173
018FB87D	2100
019007EF	2100
0190D6FD	2100
0191BC77	2100
01927189	2173
0192E4B5	2100
0193AC8D	2100
0193AC91	2234
01941C31	2100
0194E750	2100
0196BCEC	2295
0196E6E8	2100
0197AF0D	2100
01980531	2100
01987155	2100
0198E1C4	2173
01997D63	2100
019A27BA	2100
019A91C7	2173
019BEE5D	2234
019E6813	2100
019F3444	2100
01A06523	2100
01A08678	2100
01A236FA	2295
01A623A2	2173
01A6B087	2100
01A6BA0B	2220
01A6C3DE	2356
01A732E8	2288
01A742A8	2173
01A76EBA	2100
01A77F21	2234
01A83A8E	2100
01A889B4	2295
01A95FAB	2100
01AA7CE4	2173
01AACFB5	2100
01AB040D	2100
01AB2147	2100
01AB3387	2173
01AC4C19	6115
01ACC5BE	2100
01AD4422	2234
01AE4F2A	2100
01AE5C7E	2173
01B15AC9	2100
01B34F75	2173
01B3AECC	2100
01B3E755	2100
01B3F026	2100
01B479DF	2100
01B4AFF2	2100
01B4D488	2295
01B556F9	2295
01B560E6	86
01B591E2	2197
01B6307F	2417
01B71B2A	2100
01B8592D	2100
01B8E858	2100
01B92411	2100
01B9A114	2100
01BA1228	2100
01BA3B8E	2100
01BAD75E	2100
01BBAFD6	2100
01BBB817	2100
01BC8C17	2100
01BCF204	2100
01BD5B8D	2100
01BD9494	2100
01BDC5EB	2100
01BE4EFC	2100
01BFDB49	2100
01BFE7EA	2100
01C006D7	2417
01C01D8A	2100
01C1E952	2356
01C23C07	2234
01C261D6	2233
01C30045	2100
01C32AE4	2173
01C37528	2173
01C4BD2F	2100
01C56339	2100
01C587ED	3200
01C5E981	2173
01C6214D	2100
01C7F488	2173
01C8445D	2100
01C894E0	2100
01C8D5BD	2100
01C8E119	2100
01C9440F	2100
01CB8FF9	2313
01CB9485	2100
01CD427E	2100
01CE23BA	2100
01CE88EA	2100
01D0B334	2100
01D15CA4	2100
01D25A65	2100
01D384F3	2100
01D43F49	2295
01D4B0EA	2100
01D58AFD	2100
01D5EF67	3200
